,Year,Lga,PenTotal,CPDTotal,CPCTotal,GrowthTotal,PenBattery,CPDBattery,CPCBattery,GrowthBattery,PenSolar,CPDSolar,CPCSolar,GrowthSolar,PenOther,CPDOther,CPCOther,GrowthOther,BSR
10,2023,10250.0,0.8586698337292161,12.461243072050673,14.512263715998156,-82.36000000000202,0.013064133016627079,0.10095011876484561,7.7272727272727275,2.799999999999999,0.8574821852731591,12.360292953285827,14.414635272391504,-85.16000000000203,0.0,0.0,0.0,0.0,0.015235457063711912
11,2024,10250.0,0.8277327153341059,12.156083429895713,14.686000933271115,-82.36000000000202,0.011587485515643106,0.09385863267670916,8.1,2.799999999999999,0.8265739667825415,12.062224797219002,14.593037383177569,-85.16000000000203,0.0,0.0,0.0,0.0,0.014018691588785047
12,2021,10300.0,4.987421383647798,159.25537735849056,31.93140605296343,7380.129199999998,0.018867924528301886,0.18867924528301888,10.0,0.0,4.987421383647798,159.06669811320754,31.893575031525852,7380.129199999998,0.0,0.0,0.0,0.0,0.0037831021437578815
13,2022,10300.0,5.492447129909365,181.1787734138973,32.986894389438945,7380.129199999998,0.01812688821752266,0.18126888217522658,10.0,0.0,5.492447129909365,180.99750453172206,32.95389108910891,7380.129199999998,0.0,0.0,0.0,0.0,0.0033003300330033004
14,2023,10300.0,6.080495356037152,206.640786377709,33.984202647657845,7380.129199999998,0.018575851393188854,0.18575851393188855,10.0,0.0,6.080495356037152,206.4550278637771,33.953652749490836,7380.129199999998,0.0,0.0,0.0,0.0,0.003054989816700611
15,2024,10300.0,6.130952380952381,217.21837499999998,35.42979320388349,7380.129199999998,0.017857142857142856,0.17857142857142858,10.0,0.0,6.130952380952381,217.03980357142856,35.40066699029126,7380.129199999998,0.0,0.0,0.0,0.0,0.002912621359223301
16,2021,10470.0,0.9383198437063913,16.981691320122803,18.09797739440809,-666.9600000000005,0.0066982975160480044,0.03349148758024002,5.0,0.0,0.9383198437063913,16.948199832542564,18.06228435455086,-666.9600000000005,0.0,0.0,0.0,0.0,0.007138607971445568
17,2022,10470.0,0.887709052296257,15.623042208654102,17.599282296650717,-666.9600000000005,0.00637111760021237,0.031855588001061856,5.0,0.0,0.887709052296257,15.591186620653039,17.5633971291866,-666.9600000000005,0.0,0.0,0.0,0.0,0.007177033492822967
18,2023,10470.0,0.8598808598808598,14.98907018907019,17.43156626506024,-666.9600000000005,0.006216006216006216,0.03108003108003108,5.0,0.0,0.8598808598808598,14.957990157990158,17.39542168674699,-666.9600000000005,0.0,0.0,0.0,0.0,0.007228915662650603
19,2024,10470.0,0.8645994832041344,15.23219638242894,17.617632994620443,-666.9600000000005,0.006201550387596899,0.031007751937984496,5.0,0.0,0.8645994832041344,15.201188630490956,17.581769276748357,-666.9600000000005,0.0,0.0,0.0,0.0,0.007172743574417215
20,2021,10500.0,0.24439664930948607,7.700027167760923,31.506271421954605,8430.106,0.0038487661308580483,0.40219606067466607,104.5,14.519999999999888,0.2430382612633009,6.78843558976681,27.9315510013973,8365.509999999995,0.0006791940230925968,0.5093955173194475,750.0,50.07600000000003,0.015836050302748022
